titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['bel', 'hôtel']","['bel', 'hôtel', 'attendait', 'plus', 'avenger', 'hall', 'donc', 'reste', 'peu', 'désordonné', 'occupé', 'surtout', 'enregistrement', 'vraiment', 'beaucoup', 'changé', 'quelques', 'années', 'skyline', 'bar', 'super', 'sobrement', 'décoré']",avr 2022,None, None,mars 2022,4,no,nl
"['perfection', 'tous', 'niveaux']","['excellente', 'expérience…', 'arrivée', 'hôtel', 'heures', 'chambre', 'déjà', 'disponible', 'bagages', 'livrés', 'moins', 'temp', 'faut', 'dire', 'superbe', 'chambre', 'étage', 'empire', 'state', 'club', 'chambre', 'spacieuse', 'hyper', 'lumineuse', 'grâce', 'baie', 'vitrée', 'immense', 'miroir', 'design', 'machine', 'expresso', 'literie', 'qualité', 'fauteuil', 'canapé', 'confortables', 'salle', 'bains', 'très', 'propre', 'bien', 'organisée', 'room', 'service', 'rapide', 'impeccable', 'professionnel', 'grande', 'gentillesse', 'serveur', 'sébastien', 'service', 'parfait', 'assiettes', 'charcuterie', 'fromages', 'italiens', 'excellentes', 'belle', 'vaisselle', 'verrerie', 'vraiment', 'merveilleuse', 'expérience', 'rénovation', 'hôtel', 'mega', 'réussie', 'seul', 'regret', 'séjour', 'termine', 'vivement', 'le…']",avr 2022,Lille, France,avril 2022,5,yes,fr
"['séjour', 'parfait', 'personnel', 'formidable']","['avon', 'séjourné', 'chambre', 'empire', 'state', 'club', 'mini', 'lune', 'fille', 'équipe', 'réception', 'dévouée', 'excellente', 'vraiment', 'apprécié', 'toute', 'aide', 'pendant', 'séjour', 'particulier', 'federico', 'ruggerio', 'personnel', 'salon', 'club', 'également', 'adorable', 'avon', 'vraiment', 'aimé', 'calme', 'service', 'offrait', 'mohammed', 'absolument', 'génial', 'pris', 'temp', 'parler', 'petite', 'fille', 'juste', 'fait', 'effort', 'supplémentaire', 'avon', 'pris', 'cocktail', 'bleecker', 'street', 'avon', 'dîné', 'centreville', 'deux', 'bons', 'chambres', 'très', 'modernes', 'adoré', 'différentes', 'prises', 'possibilité', 'diffuser', 'téléphone', 'télévision', 'aimerais', 'tous', 'hôtels', 'technologie', 'pouvions', 'aussi', 'regarder', 'feux', 'artifice', 'depuis', 'chambre', 'emplacement', 'hôtel', 'pratique', 'juste', 'peu…']",avr 2022,None, None,mars 2022,5,yes,en
"['merveilleux', 'voyage', 'super', 'service']","['somme', 'arrivés', 'lundi', 'avon', 'immédiatement', 'aidé', 'manière', 'amicale', 'garer', 'profiter', 'soir', 'hôtel', 'valise', 'déjà', 'présentes', 'chambre', 'nourriture', 'bonne', 'personnel', 'très', 'sympathique', 'cela', 'tous', 'endroits', 'somme', 'allés', 'littéralement', 'personne', 'moins', 'sympathique', 'autre', 'effectivement', 'endroits', 'plus', 'polis', 'termes', 'personnel', 'jamais', 'visités', 'spectacle', 'super', 'aussi', 'avon', 'trouvé', 'manèges', 'sensation', 'peu', 'moins', 'magie', 'tout', 'compense', 'largement']",avr 2022,None, None,mars 2022,5,no,nl
"['personnel', 'excellent']","['cet', 'hôtel', 'incroyable', 'début', 'fin', 'zone', 'enregistrement', 'latérale', 'loin', 'réception', 'habituelle', 'car', 'réservé', 'étage', 'empire', 'state', 'zone', 'boissons', 'ouverte', 'arrivée', 'avon', 'autorisés', 'entrer', 'avon', 'commandé', 'rafraîchissements', 'plus', 'bienvenus', 'après', 'long', 'voyage', 'décoration', 'incroyable', 'partout', 'impeccable', 'emplacement', 'également', 'meilleur', 'merci', 'spécial', 'candida', 'occupée', 'chaque', 'fois', 'vus', 'charles', 'bar', 'skyline', 'dont', 'attention', 'portée', 'détails', 'irréelle', 'car', 'quatre', 'assurer', 'cosmos', 'exactement', 'comme', 'voulais', 'première', 'fois', 'séjournez', 'ici', 'allez', 'régaler']",avr 2022,Sligo,None,mars 2022,5,yes,en
"['bel', 'hôtel']","['hôtel', 'joliment', 'rénové', 'chambre', 'grande', 'bien', 'rangée', 'tout', 'air', 'propre', 'seul', 'bémol', 'temp', 'attente', 'assez', 'longs', 'vouliez', 'prendre', 'ascenseur', 'petit', 'déjeuner', 'bon', 'savoureux']",avr 2022,Ede, Gelderland,mars 2022,4,no,nl
"['hôtel', 'magique', 'personnel']","['venons', 'réaliser', 'séjour', 'nuits', 'jours', 'sein', 'hotel', 'new', 'york', 'the', 'art', 'chambre', 'empire', 'state', 'club', 'vue', 'lac', 'accueil', 'empire', 'state', 'club', 'excellent', 'pro', 'chaleureux', 'chambre', 'vue', 'lac', 'magnifique', 'parfaitement', 'équipée', 'suite', 'petit', 'soucis', 'milieu', 'séjour', 'chambre', 'cast', 'member', 'empire', 'state', 'club', 'basculé', 'suite', 'super', 'héro', 'encore', 'plus', 'magique', 'merci', 'réactivité', 'gentillesse', 'toutes', 'équipes', 'lounge', 'privatif', 'petit', 'déjeuner', 'goûter', 'personnel', 'absolument', 'parfait', 'dévoué', 'gentillesse', 'merci', 'également', 'visite', 'hôtel', 'heure', 'très', 'intéressante', 'concernant', 'parcs', 'rien', 'redire', 'spectacle', 'drone', 'incroyable', 'nouveau', 'show', 'sur…']",mars 2022,Reims, France,avril 2022,5,no,fr
"['hôtel', 'incroyable', 'séjour', 'incroyable']","['deuxième', 'séjour', 'cet', 'hôtel', 'avon', 'ravis', 'avoir', 'choisi', 'nouveau', 'hôtel', 'new', 'york', 'the', 'art', 'voyage', 'surprise', 'mari', 'fêter', 'anniversaire', 'séjour', 'empire', 'state', 'club', 'dès', 'instant', 'somme', 'arrivés', 'membres', 'distribution', 'très', 'serviables', 'amicaux', 'occupant', 'bavarder', 'pendant', 'autres', 'aidaient', 'mari', 'bagages', 'pendant', 'garait', 'voiture', 'hall', 'sent', 'incroyable', 'pense', 'parfum', 'utilisent', 'disponible', 'achat', 'boutique', 'cadeaux', 'avon', 'utilisé', 'réception', 'esc', 'enregistrer', 'membres', 'distribution', 'absolument', 'merveilleux', 'nair', 'enregistrés', 'trié', 'billet', 'laissezpasser', 'prioritaire', 'utilise', 'fauteuil', 'roulant', 'problèmes', 'mobilité', 'joursci', 'chambre', 'prête', 'nair', 'très', 'excité', 'emmener', 'tout', 'suite…']",mars 2022,Kent, Royaume-Uni,mars 2022,5,yes,en
"['hôtel', 'très', 'sympa']","['alors', 'avon', 'séjourné', 'nuit', 'hôtel', 'new', 'york', 'the', 'art', 'avon', 'opté', 'chambre', 'supérieure', 'chambre', 'très', 'spacieuses', 'vue', 'jardin', 'chambre', 'très', 'grande', 'deux', 'grand', 'lit', 'salle', 'bain', 'douche', 'italienne', 'retrouverez', 'chambre', 'machine', 'espresso', 'capsule', 'ainsi', 'bouilloire', 'thé', 'disponible', 'également', 'coffre', 'fort', 'frigo', 'deux', 'bouteilles', 'vittel', 'intérieur', 'hôtel', 'superbe', 'petit', 'hic', 'trois', 'ascenseurs', 'deux', 'fonctionner', 'dommage', 'quand', 'tout', 'monde', 'rentre', 'heure', 'faut', 'peu', 'faire', 'queue', 'rejoindre', 'chambre', 'hôtel', 'trouve', 'huit', 'minute', 'pied', 'walt', 'studio']",mars 2022,Amneville, France,mars 2022,5,yes,fr
"['temp', 'vies']","['attendu', 'presque', 'toute', 'vie', 'aller', 'disneyland', 'déçu', 'amené', 'enfants', 'passé', 'meilleures', 'vacances', 'vie', 'hôtel', 'impeccable', 'tellement', 'cool', 'art', 'incroyable', 'emplacement', 'rapport', 'parcs', 'être', 'mieux', 'chaque', 'membre', 'distribution', 'avon', 'rencontré', 'gentil', 'serviable', 'parcs', 'impeccables', 'aussi', 'seule', 'chose', 'aimerais', 'voir', 'stand', 'nourriture', 'vendent', 'fruit', 'non', 'plus', 'beaucoup', 'option', 'sans', 'produits', 'laitiers', 'restaurant', 'fastfood', 'cela', 'empêchés', 'passer', 'jours', 'plus', 'incroyables', 'vie']",mars 2022,None, None,mars 2022,5,no,en
"['soigné', 'amusant', 'expérience', 'spéciale']","['très', 'bel', 'hôtel', 'propre', 'agréable', 'séjourner', 'beaucoup', 'choses', 'voir', 'partout', 'quelque', 'chose', 'termes', 'peintures', 'etc', 'personnel', 'attentionné', 'sympathique', 'chambres', 'bien', 'nombreuses', 'prises', 'confort', 'prix', 'buffet', 'soir', 'peu', 'sobre', 'très', 'spécial']",mars 2022,Vlissingen, Pays-Bas,mars 2022,4,yes,nl
"['voyage', 'anniversaire', 'surprise']","['hôtel', 'incroyable', 'parfaitement', 'situé', 'disneyland', 'personnel', 'service', 'excellents', 'partir', 'moment', 'somme', 'arrêtés', 'voiture', 'extérieur', 'jusqu', 'enregistrement', 'livraison', 'sac', 'jusqu', 'chambre', 'joliment', 'décorés', 'disposent', 'toutes', 'commodités', 'superbe', 'vue', 'eau', 'beau', 'séjour', 'utile', 'pendant', 'bref', 'séjour', 'réservez', 'tous', 'restaurant', 'mois', 'avance', 'avon', 'malheureusement', 'essayé', 'faire', 'semaine', 'auparavant', 'avon', 'réussi', 'toute', 'nourriture', 'mangez', 'parcs', 'heureux', 'renoncer', 'souper', 'séjournant', 'hôtels', 'bénéficiez', 'heure', 'magique', 'supplémentaire', 'marche', 'quelques', 'minute', 'afin', 'puissiez', 'facilement', 'entrer', 'sortir', 'fréquemment', 'jeunes', 'enfants', 'pourraient', 'avoir', 'besoin', 'sieste', 'somme', 'rentrés', 'soir', 'spectacle', 'lumière', 'belle', 'promenade', 'pied', 'après', 'sera…']",mars 2022,Caterham, Royaume-Uni,mars 2022,5,yes,en
"['service', 'excellent']","['actuellement', 'ici', 'rien', 'reprocher', 'personnel', 'service', 'enfant', 'malade', 'matin', 'appelé', 'réception', 'assuré', 'problème', 'inquiétez', 'coup', 'discret', 'porte', 'membre', 'distribution', 'guillaume', 'arrivé', 'armé', 'literie', 'fraîche', 'rapidement', 'refait', 'efficacement', 'lit', 'tout', 'emporté', 'tout', 'disant', 'besoin', 'quelque', 'chose', 'autre', 'juste', 'sonner', 'merveilleux', 'telle', 'situation', 'excellent', 'faire', 'lit', 'merci', 'guillaume', 'formidable']",mars 2022,Grimsby, Royaume-Uni,mars 2022,5,no,en
['retournera'],"['réservé', 'séjour', 'jours', 'donc', 'deux', 'nuits', 'new', 'york', 'hôtel', 'suite', 'spiderman', 'avon', 'tous', 'adorés', 'retournerons', 'dès', 'possible', 'hôtel', 'incroyable', 'niveau', 'déco', 'suite', 'spacieuse', 'super', 'bien', 'décorée', 'aussi', 'salle', 'bain', 'salle', 'eau', 'piscine', 'top', 'avon', 'mangé', 'manhattan', 'restaurant', 'très', 'bien', 'tout', 'personnel', 'hôtel', 'petits', 'soins', 'répondre', 'mieux', 'attentes', 'grand', 'merci']",mars 2022,None, None,février 2022,5,no,fr
"['super', 'hôtel']","['super', 'hôtel', 'pris', 'chambre', 'standard', 'accueil', 'impeccable', 'chambre', 'très', 'propre', 'grande', 'machine', 'café', 'eau', 'gel', 'douche', 'disponibles', 'chambre', 'peignoir', 'disponible', 'demandant', 'accueil', 'reviendrai', 'cet', 'hôtel']",mars 2022,Longjumeau, France,janvier 2022,5,no,fr
['incroyable'],"['revenons', 'weekend', 'jours', 'bien', 'somme', 'peu', 'déçu', 'être', 'rester', 'plus', 'longtemps', 'hôtel', 'juste', 'incroyable', 'fan', 'bon', 'endroit', 'déco', 'odeur', 'ambiance', 'tout', 'chambres', 'top', 'bien', 'décorés', 'équipements', 'géniaux', 'télé', 'extra', 'aimerai', 'maison', 'machine', 'café', 'bouilloire', 'disposition', 'chambres', 'piscine', 'sympa', 'aussi', 'peu', 'profonde', 'pieds', 'nul', 'part', 'donc', 'enfants', 'très', 'pratique', 'hôtel', 'min', 'entrée', 'parcs', 'bref', 'weekend', 'top', 'top', 'adoré', 'pense', 'déjà', 'revenir', 'année', 'prochaine']",mars 2022,Franconville, France,mars 2022,5,yes,fr
"['séjour', 'top']","['second', 'séjour', 'quelques', 'mois', 'étage', 'club', 'hôtel', 'chambre', 'empire', 'state', 'club', 'dire', 'tout', 'absolument', 'parfait', 'séjour', 'rêve', 'remercie', 'tout', 'particulièrement', 'frédéric', 'réception', 'empire', 'state', 'club', 'admirablement', 'accueillir', 'conseiller', 'aussi', 'bien', 'concerne', 'hôtel', 'parcs', 'collègues', 'bien', 'sûr', 'tout', 'aussi', 'compétents', 'tout', 'monde', 'peux', 'citer', 'risque', 'oublier', 'avon', 'beaucoup', 'apprécié', 'aussi', 'pose', 'lounge', 'tout', 'long', 'journée', 'boissons', 'offertes', 'ainsi', 'goûter', 'fin', 'après', 'midi', 'personnel', 'aussi', 'top', 'petits', 'soins', 'chambres', 'très', 'spacieuses', 'confortables', 'déco', 'hôtel', 'ravira', 'fan', 'moins…']",mars 2022,Chateau Chinon, France,février 2022,5,no,fr
['pay'],"['venons', 'passer', 'jours', 'magnifique', 'hôtel', 'personnel', 'top', 'décoration', 'vaut', 'coup', 'œil', 'tous', 'tableau', 'grandeur', 'nature', 'chambre', 'sublime', 'info', 'lit', 'piscine', 'grande', 'chauffée', 'jacuzzi', 'parfum', 'ambiance', 'sent', 'trop', 'bon', 'repas', 'sou', 'forme', 'buffet', 'plus', 'correct', 'craquage', 'dessert', 'excellents', 'pieds', 'parcs', 'faire', 'photo', 'station', 'héros', 'petit', 'bémol', 'aucun', 'personnage', 'matin', 'hall', 'dommage']",mars 2022,Ville de Bergerac, France,mars 2022,4,no,fr
['jours'],"['bel', 'hôtel', 'décoré', 'belle', 'œuvres', 'art', 'personnel', 'super', 'sympa', 'fait', 'sentir', 'comme', 'chez', 'hôtel', 'pourrez', 'profiter', 'bon', 'parfum', 'vaporisé', 'chambres', 'propres', 'modernes', 'suffisamment', 'lumière', 'prises', 'connexion', 'usb', 'ème', 'étage', 'belle', 'vue', 'lac']",mars 2022,Buggenhout, Belgique,mars 2022,5,yes,nl
['ouah'],"['séjourné', 'ici', 'avant', 'quand', 'hôtel', 'new', 'york', 'alors', 'savais', 'emplacement', 'génial', 'hôtel', 'magnifique', 'chambre', 'empire', 'state', 'régal', 'nousmêmes', 'cela', 'rendu', 'séjour', 'encore', 'plus', 'luxueux', 'chambres', 'très', 'spacieuses', 'modernes', 'propres', 'accueillantes', 'téléviseurs', 'chambres', 'murs', 'miroir', 'jamais', 'rien', 'tel', 'auparavant', 'tout', 'hôtel', 'chaque', 'détail', 'tourné', 'vers', 'émerveillement', 'privilège', 'séjourner', 'ici', 'obtenir', 'impression', 'édition', 'limitée', 'premier', 'nombre', 'séjours', 'làbas', 'assurezvous', 'demander', 'semblaient', 'attendre', 'demandiez', 'plutôt', 'offrir', 'salon', 'empire', 'state', 'petitdéjeuner', 'repas', 'signifiait', 'file', 'attente', 'petitdéjeuner', 'super', 'détendu', 'agréable', 'nourriture', 'très', 'bonne…']",mars 2022,Swansea, Royaume-Uni,décembre 2021,5,no,en
"['très', 'bon', 'hôtel', 'service', 'rdv']","['venu', 'famille', 'chambres', 'réserver', 'donc', 'budget', 'important', 'hôtel', 'vraiment', 'très', 'beau', 'chambre', 'magnifique', 'confortable', 'problème', 'levée', 'bonne', 'heure', 'lendemain', 'matin', 'profiter', 'piscine', 'dut', 'faire', 'demi', 'tour', 'car', 'celleci', 'fermée', 'car', 'problèmes', 'eau', 'gentiment', 'dit', 'revenir', 'voir', 'fin', 'matinée', 'impossible', 'car', 'faut', 'rendre', 'chambre', 'puis', 'occurrence', 'visiter', 'avoir', 'renseignement', 'accueil', 'possible', 'non', 'plus', 'car', 'foule', 'gigantesque', 'attente', 'petit', 'déjeuner', 'avon', 'rejoindre', 'reste', 'famille', 'tabler', 'quelques', 'minute', 'près', 'demandé', 'ticket', 'horaire', 'déjeuner', 'ticket…']",mars 2022,Bretagne, France,septembre 2021,3,no,fr
"['expérience', 'vraiment', 'merveilleuse']","['hôtel', 'attention', 'fantastique', 'détails', 'superbes', 'chambres', 'lit', 'exquis', 'super', 'confortables', 'bain', 'spectacle', 'accueillant', 'après', 'longue', 'journée', 'parcs', 'petitsenfants', 'totalement', 'adoré', 'aire', 'jeux', 'têteàtête', 'spiderman', 'bonus', 'avon', 'adoré', 'installation', 'spa', 'recommanderions', 'certainement', 'cet', 'hôtel', 'tout', 'monde']",mars 2022,Highlands, Royaume-Uni,mars 2022,5,no,en
"['hotel', 'très', 'bien']","['sujet', 'hôtel', 'rien', 'dire', 'négatif', 'très', 'beau', 'détails', 'soignés', 'beaucoup', 'activités', 'faire', 'intérieur', 'hôtel', 'piscine', 'peu', 'froide', 'profonde', 'pratique', 'enfants', 'bel', 'endroit', 'également', 'chambre', 'vue', 'lac', 'magnifique', 'vue', 'incroyable', 'personnel', 'hôtel', 'charmant', 'très', 'gentil', 'petits', 'soins', 'contre', 'sécurité', 'parking', 'failli', 'faire', 'demitour', 'amabilité', 'connais', 'politesse', 'non', 'plus', 'guise', 'bonjour', 'arrivant', 'place', 'garer', 'après', 'avoir', 'tourné', 'quinzaine', 'minute', 'avon', 'demandé', 'poliment', 'solution', 'réponse', 'voulez', 'agrandisse…']",mars 2022,Lille, France,octobre 2021,4,no,fr
"['art', 'gestion', 'hôtelière']","['petitfils', 'avon', 'bénéficié', 'service', 'qualité', 'surtout', 'grand', 'hôtel', 'attraction', 'dizaines', 'milliers', 'personnes', 'passent', 'chaque', 'semaine', 'personnel', 'super', 'sympa', 'serviable', 'repas', 'excellents', 'deux', 'restaurant', 'enfants', 'recommande', 'quand', 'restaurant', 'manhattan', 'raison', 'concept', 'selfservice']",mars 2022,Brasschaat, Belgique,mars 2022,5,no,nl
"['juste', 'vraiment', 'magique', 'tous', 'point', 'vue']","['avon', 'obtenu', 'beaucoup', 'car', 'avon', 'réservé', 'cela', 'environ', 'mois', 'lorsque', 'pandémie', 'faisait', 'rage', 'avon', 'déçus', 'hôtel', 'grand', 'propreté', 'impeccable', 'possède', 'certaines', 'œuvres', 'art', 'plus', 'pittoresques', 'hôtel', 'mal', 'personnes', 'célèbres', 'balancées', 'célébrations', 'souligné', 'grandeur', 'endroit', 'après', 'longues', 'journées', 'marche', 'fait', 'sensation', 'agréable', 'rentrer', 'hôtel', 'détendre', 'piscine', 'bar', 'incroyables', 'particulier', 'skyline', 'écrans', 'animation', 'incroyables', 'derrière', 'personnel', 'bar', 'bien', 'sûr', 'tout', 'cher', 'argent', 'environnement', 'première', 'classe', 'emplacement', 'personnel', 'attentionné', 'ainsi', 'boissons', 'nourriture', 'incroyables']",mars 2022,Lancaster, Royaume-Uni,mars 2022,5,no,en
"['séjour', 'fantastique', 'rendant', 'voyage', 'parfait']","['deux', 'enfants', 'adultes', 'adoré', 'cet', 'hôtel', 'après', 'longue', 'journée', 'parcs', 'retourner', 'cet', 'hôtel', 'régal', 'propreté', 'impeccable', 'personnel', 'très', 'serviable', 'sympathique', 'avon', 'léger', 'problème', 'carteclé', 'jour', 'cela', 'résolu', 'plus', 'rapidement', 'possible', 'lettre', 'excuse', 'cadeau', 'enfants', 'chambre', 'merci', 'sandrine', 'tania', 'avoir', 'rendu', 'séjour', 'peu', 'plus', 'spécial']",mars 2022,None, None,février 2022,5,no,en
"['séjour', 'magique']","['rien', 'dire', 'hôtel', 'équipe', 'top', 'chambre', 'parfaite', 'repas', 'aussi', 'bien', 'matin', 'soir', 'super', 'effet', 'wahou', 'quand', 'arrive', 'aussi', 'bien', 'enfants', 'parent', 'vécu', 'séjour', 'rêve', 'merci', 'beaucoup']",mars 2022,None, None,mars 2022,5,no,fr
['parfait'],"['tout', 'parfait', 'aussi', 'bien', 'standing', 'hôtel', 'importance', 'personnel', 'donne', 'client', 'aucune', 'déception', 'changez', 'rien', 'cerise', 'gâteau', 'somme', 'min', 'pieds', 'besoin', 'navette', 'fait', 'hôtels', 'différents', 'top']",mars 2022,Courcelles-sur-Vesles, France,mars 2022,5,no,fr
"['séjour', 'hôtel', 'new', 'york', 'art']","['bonjour', 'souhaitez', 'être', 'univers', 'ainsi', 'esprit', 'newyork', 'alors', 'cette', 'hôtel', 'fait', 'enfantsnous', 'avon', 'passé', 'demi', 'pension', 'séjour', 'inoubliable', 'incroyablel', 'hôtel', 'tous', 'simplement', 'attraction', 'seulmagifique', 'stylé', 'extrêmement', 'agréablela', 'chambres', 'magnifiques', 'très', 'très', 'grand', 'confortle', 'restaurant', 'downtown', 'recommandé', 'très', 'large', 'choix', 'plat', 'tous', 'goûts', 'déco', 'topnous', 'somme', 'délasser', 'magnifique', 'piscine', 'ainsi', 'jacuzzi', 'après', 'bonne', 'journée', 'idéalenfin', 'bar', 'skyline', 'extraordinaire', 'quel', 'déco', 'ambiance', 'art', 'déco', 'merci', 'estelle', 'très', 'bien', 'conseiller', 'accueilli', 'baie', 'vitrée', 'vue', 'surje', 'dit', 'plus…']",mars 2022,Publier, France,février 2022,5,no,fr
"['mauvaise', 'attention']","['très', 'mauvaise', 'expérience', 'séjourne', 'actuellement', 'hôtel', 'organisation', 'très', 'très', 'mauvaise', 'personnel', 'général', 'aide', 'informe', 'correctement', 'laissé', 'entrer', 'restaurant', 'car', 'portion', 'bracelet', 'personne', 'donné', 'arrivée', 'dit', 'devions', 'porter', 'contre', 'chambres', 'sommaires', 'attendait', 'mieux', 'évier', 'évier', 'fonctionne', 'correctement', 'chauffage', 'fonctionne', 'non', 'plus', 'final', 'retournerons', 'jamais']",févr 2022,Sitges, Espagne,mars 2022,1,no,es
"['meilleurs', 'hôtel', 'disneyland', 'paris']","['exceptionnel', 'sent', 'privilégié', 'avant', 'arrivée', 'prix', 'élevé', 'vaut', 'vraiment', 'coup', 'personnel', 'petit', 'soin', 'chambres', 'très', 'confortable', 'piscine', 'géniale', 'cadre', 'trop', 'beau', 'bref', 'fan', 'faire', 'moins', 'fois', 'déçue', 'enfants', 'lesquels', 'vrai', 'surprise', 'répartis', 'étoiles', 'pleins', 'yeux', 'apporter', 'photo', 'car', 'oublier', 'donner', 'bref', 'oubli', 'sans', 'conséquence', 'grâce', 'service', 'exceptionnel', 'guest', 'parfait']",févr 2022,Charvieu-Chavagneux, France,février 2022,5,yes,fr
"['hôtel', 'très', 'accueillant']","['hôtel', 'très', 'accueillant', 'personnel', 'hôtel', 'très', 'écoute', 'professionnel', 'très', 'agréable', 'lit', 'matelas', 'oreillers', 'parfait', 'salle', 'bain', 'rien', 'dire', 'tout', 'parfait', 'baignoiredouchelavabo', 'doublewc', 'hôtel', 'très', 'calme', 'malgré', 'monde', 'présent', 'bar', 'magnifique', 'boutique', 'peu', 'petite', 'trouve', 'tous', 'goûts', 'enregistrement', 'avant', 'accès', 'chambre', 'libérer', 'chambre', 'avant', 'lendemain', 'restaurant', 'manhattan', 'magnifique', 'qualité', 'repas', 'rendezvous', 'superbe', 'séjour']",févr 2022,Besançon, France,février 2022,5,no,fr
"['super', 'hôtel']","['avon', 'passés', 'excellent', 'séjour', 'hôtel', 'chambres', 'spacieuses', 'personnel', 'agréable', 'avon', 'adorés', 'restaurant', 'manhatan', 'hôtel', 'vaut', 'détour', 'déco', 'soignée', 'hotel', 'idealement', 'situé', 'village', 'merci', 'tout', 'reviendrons', 'sans', 'hésiter']",févr 2022,Rennes, France,février 2022,5,no,fr
"['dîner', 'romantique', 'manhattan😘😍']","['excellent', 'hôtel', 'bien', 'situé', 'propreté', 'irréprochable', 'personnel', 'écoute', 'très', 'serviable', 'réactif', 'service', 'très', 'haut', 'vol', 'mention', 'spéciale', 'restaurant', 'manhattan', 'avon', 'passé', 'soirée', 'fantastique', 'personnel', 'supersympa', 'écoute', 'client', 'excellents', 'conseils', 'vin', 'accompagné', 'dîner', 'merci', 'carte', 'love']",févr 2022,Seine-Saint-Denis, France,février 2022,5,no,fr
"['expérience', 'merveilleuse']","['viens', 'rentrer', 'chez', 'après', 'séjour', 'nuits', 'ici', 'somme', 'allés', 'fêter', 'fille', 'avon', 'obtenu', 'super', 'affaire', 'année', 'dernière', 'chambre', 'club', 'expérience', 'étoiles', 'début', 'fin', 'somme', 'sentis', 'spéciaux', 'petitdéjeuner', 'thé', 'aprèsmidi', 'boissons', 'non', 'alcoolisées', 'gratuites', 'inclus', 'forfait', 'niveau', 'club', 'avon', 'pleinement', 'profité', 'chambre', 'impeccable', 'confortable', 'thème', 'merveille', 'créatif', 'cool', 'ensemble', 'saurais', 'trop', 'recommander', 'cet', 'hôtel']",févr 2022,None, None,février 2022,5,no,en
"['top', 'top', 'top']","['adore', 'cet', 'hôtel', 'années', 'avant', 'réorganisé', 'thème', 'beaucoup', 'amélioré', 'tous', 'niveaux', 'aimé', 'décoration', 'gentillesse', 'personnel', 'ambiance', 'accueillantes', 'chaleureuses', 'diver', 'activités', 'peut', 'faire', 'intérieur', 'chambres', 'très', 'grandes', 'comme', 'avant', 'seule', 'chose', 'coût', 'assez', 'élevé', 'avon', 'très', 'bien', 'dormi', 'aucun', 'bruit', 'extérieur', 'fait', 'entendre', 'lit', 'grand', 'confortables', 'manquait', 'peutêtre', 'quelques', 'petite', 'choses', 'chambre', 'comme', 'bonnet', 'douche', 'pantoufles', 'etc', 'habituellement', 'cette', 'catégorie', 'hôtels', 'plus', 'choses', 'séjourné', 'presque', 'tous', 'hôtels', 'celuici', 'reste', 'préférés', 'recommande', 'ceux', 'aiment', 'ambiance', 'raffinées', 'évidemment', 'ceux', 'enfants']",févr 2022,Grosseto, Italie,janvier 2022,5,yes,it
"['catastrophe', 'restaurant', 'manhattan']","['accueil', 'efficace', 'contrôle', 'vaccinal', 'rapide', 'voiturer', 'réception', 'express', 'bravo', 'organisation', 'mercredi', 'matin', 'intérieur', 'hôtel', 'propre', 'soigné', 'sent', 'bon', 'sans', 'doute', 'diffuseur', 'odeurs', 'très', 'agréable', 'magic', 'poche', 'fonce', 'disneyland', 'trouve', 'minute', 'pieds', 'top', 'retour', 'récupère', 'chambre', 'jolie', 'pratique', 'gros', 'bémol', 'concernant', 'taille', 'lit', 'double', 'vraiment', 'trop', 'juste', 'deux', 'adultes', 'décoration', 'sympa', 'salle', 'bains', 'bonne', 'taille', 'conciergerie', 'efficace', 'trouvé', 'table', 'manhattan', 'restaurant', 'voilà', 'seule', 'grosse', 'grosse', 'déception', 'cet', 'hôtel', 'manhattan', 'surtout', 'aller', 'avon', 'mangé', 'carte', 'jamais', 'prix', 'aussi', 'exorbitants', 'vraiment…']",févr 2022,Suisse,None,février 2022,3,no,fr
"['expérience', 'vivre', 'fois']","['hôtel', 'majestueux', 'moderne', 'superhéros', 'partout', 'accueil', 'empire', 'state', 'club', 'top', 'personnel', 'souriant', 'serviable', 'souci', 'constant', 'faire', 'vivre', 'moment', 'magique', 'guest', 'déjeuner', 'goûter', 'lounge', 'esc', 'qualité', 'diversifié', 'fonction', 'saisons', 'buffet', 'varie', 'selon', 'origine', 'majoritaire', 'client', 'chambres', 'suite', 'préparées', 'tous', 'jours', 'refaire', 'lit', 'nouvelles', 'serviette', 'café', 'tous', 'castmember', 'ouverts', 'gentils', 'prêts', 'aider', 'conseiller', 'faire', 'plaisir']",févr 2022,None, None,février 2022,5,yes,fr
"['très', 'belle', 'expérience']","['très', 'belle', 'expérience', 'univers', 'interpelle', 'autant', 'grand', 'plus', 'jeunes', 'hôtel', 'propre', 'confortable', 'énormément', 'activités', 'intérieur', 'spiderman', 'piscine', 'salle', 'sport', 'salle', 'jeunes', 'bar', 'nourriture', 'bonne', 'personnel', 'extrêmement', 'serviable', 'désireux', 'faire', 'passer', 'excellent', 'moment', 'immersif', 'enfants', 'prix', 'bien', 'sûr', 'important', 'mieux', 'vaut', 'assumer', 'cela', 'préparer', 'mentalement', 'être', 'frustré', 'arrivée', 'économisé', 'conséquence', 'regrette', 'expérience', 'ellemême', 'danger', 'difficile', 'aujourd', 'hui', 'envisager', 'disneyland', 'autrement', 'séjour', 'cet', 'hôtel']",févr 2022,None, None,août 2021,5,no,fr
